fp_sol,normalized_hash,label,n_assessments,n_positive,n_negative,n_assessed_types,assessed_types,positive_types,assessed_swcs,source_datasets,source_path
df8f58d137676011f1d81686816409e8,e92919b8f96e7d2f16ca13c19ca8096b01a4a9485fbf61a894bba528046c046f,0,6,0,6,6,arithmetic|bad_randomness|denial_service|front_running|reentrancy|unchecked_low_calls,,101|104|107|113|114|120,Zeus,C:\Users\Exauce\Documents\smart-contract-cgt\source\df8f58d137676011f1d81686816409e8.sol
dfb5e171d127be05bb85ece327756da5,44f2b8b44d288ef945ac2a2992efa38bd8da12aac6af563c669040af7ff74e2b,1,1,1,0,1,reentrancy,reentrancy,107,SolidiFI,C:\Users\Exauce\Documents\smart-contract-cgt\source\dfb5e171d127be05bb85ece327756da5.sol
dfb68efcb4e0d1fe7a190cfdb07387af,b1ac4d7ac8e6949b22fb621a587cdb40692654e698d3482e72a0b5516825f6fa,0,1,0,1,1,front_running,,114,EthRacer,C:\Users\Exauce\Documents\smart-contract-cgt\source\dfb68efcb4e0d1fe7a190cfdb07387af.sol
dffd4693ef6aeba044e631ba14c7153c,84a687491b7ec63debc58563c6e278548584af01776c3157f573dffb124d5d84,1,1,1,0,1,denial_service,denial_service,113,Doublade,C:\Users\Exauce\Documents\smart-contract-cgt\source\dffd4693ef6aeba044e631ba14c7153c.sol
e01ab8b006611d8612a81724edcfdc02,5f488deeef54c5331aac9e18e2e3e0a2ed4db37243b0ac796e424d8a46498dff,1,1,1,0,1,arithmetic,arithmetic,101,SolidiFI,C:\Users\Exauce\Documents\smart-contract-cgt\source\e01ab8b006611d8612a81724edcfdc02.sol
e086ab2c488d7f2249f72fb0483ee475,b1363447b57511c34c2fe2d7d984823b1140161df7d2798d360a8e0c45d9ebcf,1,1,1,0,1,front_running,front_running,114,SolidiFI,C:\Users\Exauce\Documents\smart-contract-cgt\source\e086ab2c488d7f2249f72fb0483ee475.sol
e0c2386091ac375d74453bbb0eae8394,77b6ac6ce826725215e802c4fc752fdf5cc94dee2ca4446848f80f3cee842e26,1,1,1,0,1,reentrancy,reentrancy,107,SolidiFI,C:\Users\Exauce\Documents\smart-contract-cgt\source\e0c2386091ac375d74453bbb0eae8394.sol
e0c2c275216d27c15818615b0bf583c6,4927026bad2d62eb8e0bea059fb430d5d0bd0dabbda76e645da2f90e50caa8a5,0,5,0,5,4,bad_randomness|denial_service|reentrancy|unchecked_low_calls,,104|107|113|120|128,CodeSmells,C:\Users\Exauce\Documents\smart-contract-cgt\source\e0c2c275216d27c15818615b0bf583c6.sol
e0c5c509220781adbf325c43b27f4eed,d306f851cec06e037c735896b34a12154cf320e48da2680c8ccfa3fb1886e39c,1,6,3,3,6,arithmetic|bad_randomness|denial_service|front_running|reentrancy|unchecked_low_calls,arithmetic|front_running|unchecked_low_calls,101|104|107|113|114|120,Zeus,C:\Users\Exauce\Documents\smart-contract-cgt\source\e0c5c509220781adbf325c43b27f4eed.sol
e155c0d9de4d6c97065977863a44f9df,2ae41a4233496177102ceb4b67e9421ea85d7d7cc1b19fd7b1c3a13d391d11c7,0,5,0,5,4,bad_randomness|denial_service|reentrancy|unchecked_low_calls,,104|107|113|120|128,CodeSmells,C:\Users\Exauce\Documents\smart-contract-cgt\source\e155c0d9de4d6c97065977863a44f9df.sol
e16849d8ef91427828b96880539f2f0b,5a0a4e1cf7b5436558c5acc667ac4288d4ab97d12294347f49d3e6ce4647ff21,1,1,1,0,1,time_manipulation,time_manipulation,116,SolidiFI,C:\Users\Exauce\Documents\smart-contract-cgt\source\e16849d8ef91427828b96880539f2f0b.sol
e1c9f22af278b508f32dbb2d636f2d39,ee4ccd2b4fe555eba0e0abf3074ee0094cf141d6439d6dd454ce4d2b60ae1bd2,1,6,3,3,6,arithmetic|bad_randomness|denial_service|front_running|reentrancy|unchecked_low_calls,arithmetic|bad_randomness|reentrancy,101|104|107|113|114|120,Zeus,C:\Users\Exauce\Documents\smart-contract-cgt\source\e1c9f22af278b508f32dbb2d636f2d39.sol
e1cd8c9ae4d253314aa01e0351d41404,1509490ca5291066518ff2adf46468ea6cdfd1282a5cec6805812bbd50b1f7c9,0,5,0,5,4,bad_randomness|denial_service|reentrancy|unchecked_low_calls,,104|107|113|120|128,CodeSmells,C:\Users\Exauce\Documents\smart-contract-cgt\source\e1cd8c9ae4d253314aa01e0351d41404.sol
e2117027860c722f6a93dc1d0f780e09,a4d69844c0646644800e03f3e560418c23fe92a4a6108c952cc094689996e799,1,1,1,0,1,front_running,front_running,114,SolidiFI,C:\Users\Exauce\Documents\smart-contract-cgt\source\e2117027860c722f6a93dc1d0f780e09.sol
e23fb1c5fe80a13c5134ae52d9d56e2a,98dbcb9ba178abf8faa5571a29679741031dd043ff5749ee9f725c8ccc6e8922,1,1,1,0,1,time_manipulation,time_manipulation,116,SolidiFI,C:\Users\Exauce\Documents\smart-contract-cgt\source\e23fb1c5fe80a13c5134ae52d9d56e2a.sol
e2d398e8152ef73efe6e6b35ec845309,488036187dbfef5b3940439464bac139efeb3f55895ddce3992c0c023209fbb4,1,1,1,0,1,time_manipulation,time_manipulation,116,ContractFuzzer,C:\Users\Exauce\Documents\smart-contract-cgt\source\e2d398e8152ef73efe6e6b35ec845309.sol
e2f33f7064c4869718a833179b079db1,f4161b391120d0c3f3421fc57fc320c716957be4ea32be58db3a30080655e9db,1,1,1,0,1,bad_randomness,bad_randomness,120,ContractFuzzer,C:\Users\Exauce\Documents\smart-contract-cgt\source\e2f33f7064c4869718a833179b079db1.sol
e35ff142af0bda886bfa941faf169e28,754fdd0a400ff164322045f2d6c38ed48acf91ee28b3cf4b11f8fb30d4632d27,1,11,4,7,5,bad_randomness|denial_service|front_running|reentrancy|unchecked_low_calls,bad_randomness|reentrancy|unchecked_low_calls,104|107|113|114|120|128,CodeSmells|NPChecker|Zeus|eThor,C:\Users\Exauce\Documents\smart-contract-cgt\source\e35ff142af0bda886bfa941faf169e28.sol
e365fc620ffdc25af2c43e3ce84909da,7fedb951cc3382e5dc614918c707117e1d2787dda554a9895b2e93d18a2407bf,1,7,4,3,6,arithmetic|bad_randomness|denial_service|front_running|reentrancy|unchecked_low_calls,arithmetic|bad_randomness|front_running|unchecked_low_calls,101|104|107|113|114|120,Zeus|eThor,C:\Users\Exauce\Documents\smart-contract-cgt\source\e365fc620ffdc25af2c43e3ce84909da.sol
e3856ee56ba7e674608f32890a531651,677d6122d97cb560c839346f909b9ce7c03cf5d4697f7f8abc61562858ea4dbe,0,5,0,5,4,bad_randomness|denial_service|reentrancy|unchecked_low_calls,,104|107|113|120|128,CodeSmells,C:\Users\Exauce\Documents\smart-contract-cgt\source\e3856ee56ba7e674608f32890a531651.sol
e3a5be781b0518f13bb3fad0b7ac834a,48164fb499799c0ee7e45cda8daa4b0c39d5a6c6cd3a7604984d393e4eafb4c5,0,5,0,5,4,bad_randomness|denial_service|reentrancy|unchecked_low_calls,,104|107|113|120|128,CodeSmells,C:\Users\Exauce\Documents\smart-contract-cgt\source\e3a5be781b0518f13bb3fad0b7ac834a.sol
e3e0de127bf5f06f5bf34ef86c63ef4a,0b94de6caa1aa7818a89c59f7858cdb7976ae03fb201d493288eef262bfa1912,1,1,1,0,1,time_manipulation,time_manipulation,116,SolidiFI,C:\Users\Exauce\Documents\smart-contract-cgt\source\e3e0de127bf5f06f5bf34ef86c63ef4a.sol
e3f1d67bf34cc0225609a3c3e57c3fd1,6c04a7e7c42d5cfdb3a1f0ee471d778dc94ca517cbc438f5135be97448580662,0,12,0,12,6,arithmetic|bad_randomness|denial_service|front_running|reentrancy|unchecked_low_calls,,101|104|107|113|114|120,NPChecker|Zeus|eThor,C:\Users\Exauce\Documents\smart-contract-cgt\source\e3f1d67bf34cc0225609a3c3e57c3fd1.sol
e3fb364f2e4f1e757971cda2fe3c78d3,02e065ec4ff98f8ae1d59223d7a095321e04ddd5ae3d796ad2823bdfde5b59de,1,1,1,0,1,bad_randomness,bad_randomness,120,ContractFuzzer,C:\Users\Exauce\Documents\smart-contract-cgt\source\e3fb364f2e4f1e757971cda2fe3c78d3.sol
e411ad7f0a61cd3967a0045764b9969c,1cbfc48c5446a82a8f29e3f173b13ae23b01be14b8a6d102a94f5e1fc873e5d4,0,5,0,5,4,bad_randomness|denial_service|reentrancy|unchecked_low_calls,,104|107|113|120|128,CodeSmells,C:\Users\Exauce\Documents\smart-contract-cgt\source\e411ad7f0a61cd3967a0045764b9969c.sol
e4175242c6e6bba23a774acda2170b87,ba8fc3860988f90de97bcbbe391c422ccd4dde84fd10c6a6b72af08d88983593,1,1,1,0,1,front_running,front_running,114,EthRacer,C:\Users\Exauce\Documents\smart-contract-cgt\source\e4175242c6e6bba23a774acda2170b87.sol
e422ef01d1540f76e24723d33495e3ec,7aca68bc77f23557474964c293cd48dce837848b0841d5bf7e70852465c4b1ad,1,1,1,0,1,arithmetic,arithmetic,101,EverEvolvingG,C:\Users\Exauce\Documents\smart-contract-cgt\source\e422ef01d1540f76e24723d33495e3ec.sol
e42f79800a4c6a1bf6fded5cf76c5b5e,311b6fb8a284f0ece3f0e71a2c3ad3bea96ee84ba3c38de5f405c970297a86bc,1,1,1,0,1,arithmetic,arithmetic,101,SolidiFI,C:\Users\Exauce\Documents\smart-contract-cgt\source\e42f79800a4c6a1bf6fded5cf76c5b5e.sol
e458a142a36821fab3f4a99d0d6d6914,ae23c1ab86322abbb5fcef6f09956781b471e80576008929d13405a2c73bab8d,0,5,0,5,5,arithmetic|bad_randomness|denial_service|front_running|unchecked_low_calls,,101|104|113|114|120,Zeus,C:\Users\Exauce\Documents\smart-contract-cgt\source\e458a142a36821fab3f4a99d0d6d6914.sol
e4656d8f10a5942639965e61629f320a,303bbad68b61c46470a7139f561eb94964e341df0625c7fe0671cd934480c04a,1,1,1,0,1,time_manipulation,time_manipulation,116,SolidiFI,C:\Users\Exauce\Documents\smart-contract-cgt\source\e4656d8f10a5942639965e61629f320a.sol
e49a0000040f68480a3e80dd3406f77c,db753d9e0df9ca975fa7c877b3f8a5b7e5174deb7b4043c5f5315275ad1d76f8,0,5,0,5,4,bad_randomness|denial_service|reentrancy|unchecked_low_calls,,104|107|113|120|128,CodeSmells,C:\Users\Exauce\Documents\smart-contract-cgt\source\e49a0000040f68480a3e80dd3406f77c.sol
e4a3eaa3d620e9b76a350dab9a818517,6793cbcf6e3127195a2f2f0694eba4fba5753d61380835c50b3bbe3ff0361621,1,6,3,3,6,arithmetic|bad_randomness|denial_service|front_running|reentrancy|unchecked_low_calls,arithmetic|denial_service|front_running,101|104|107|113|114|120,Zeus,C:\Users\Exauce\Documents\smart-contract-cgt\source\e4a3eaa3d620e9b76a350dab9a818517.sol
e4b520d104c0a5919c0453939bbdf3fb,7eadd5a752ef7e328a8077397dde56f77abceaa537ee8b560b9bfb9681d45050,0,5,0,5,4,bad_randomness|denial_service|reentrancy|unchecked_low_calls,,104|107|113|120|128,CodeSmells,C:\Users\Exauce\Documents\smart-contract-cgt\source\e4b520d104c0a5919c0453939bbdf3fb.sol
e4bf1068858a8d9d7e68486a469f2b60,82ac7020d967f5177716d43da3ea02d0ec65125035def435a77f53de187c55e0,0,5,0,5,4,bad_randomness|denial_service|reentrancy|unchecked_low_calls,,104|107|113|120|128,CodeSmells,C:\Users\Exauce\Documents\smart-contract-cgt\source\e4bf1068858a8d9d7e68486a469f2b60.sol
e502c66834a8a84b99059b48614b9292,4e1cb2f8862f009f2b4780bce235b66fe15c50639fb1f2a7a0be3e7a9b72e285,0,6,0,6,6,arithmetic|bad_randomness|denial_service|front_running|reentrancy|unchecked_low_calls,,101|104|107|113|114|120,Zeus,C:\Users\Exauce\Documents\smart-contract-cgt\source\e502c66834a8a84b99059b48614b9292.sol
e506b689e410d0d86004bee2664625e8,42c4dc23add443572bf95f12429e066b931db982528dffb6f45c547e747cae64,0,5,0,5,5,bad_randomness|denial_service|front_running|reentrancy|unchecked_low_calls,,104|107|113|114|120,NPChecker,C:\Users\Exauce\Documents\smart-contract-cgt\source\e506b689e410d0d86004bee2664625e8.sol
e56035bd20f238cb9c51827929568f6b,a8035f9fc7422132d0142d8f75903ee34a6665def8a79cfdc5a104db47d11340,1,1,1,0,1,time_manipulation,time_manipulation,116,SolidiFI,C:\Users\Exauce\Documents\smart-contract-cgt\source\e56035bd20f238cb9c51827929568f6b.sol
e59182571e10a3f342f0d419e5975fc1,701a4674ce2516114e6af5b9b0a9e8167a3e51a8523ed6e799fd2a92509f9a57,0,5,0,5,4,bad_randomness|denial_service|reentrancy|unchecked_low_calls,,104|107|113|120|128,CodeSmells,C:\Users\Exauce\Documents\smart-contract-cgt\source\e59182571e10a3f342f0d419e5975fc1.sol
e59f6451f122818aed44a53f31eca60d,bf52f0f1d77f2c7a14287f1d6d2041277af67046365aa35afb7d527fb41a0a56,1,7,3,4,6,arithmetic|bad_randomness|denial_service|front_running|reentrancy|unchecked_low_calls,arithmetic|denial_service|reentrancy,101|104|107|113|114|120,Zeus|eThor,C:\Users\Exauce\Documents\smart-contract-cgt\source\e59f6451f122818aed44a53f31eca60d.sol
e6184a749b8354c86c131e72e2a1ea29,e2f625c909d3c7340f606f73de3da7b494c0131db7a11cd9f16a483d89ff74af,0,1,0,1,1,reentrancy,,107,Doublade,C:\Users\Exauce\Documents\smart-contract-cgt\source\e6184a749b8354c86c131e72e2a1ea29.sol
e66c60b9ef5fb880de5cc9b205b1f05d,b6763bba9100f8f00ccdfefac4976721beba8bd4812bbfb3d9008d68aa893baa,0,1,0,1,1,front_running,,114,EthRacer,C:\Users\Exauce\Documents\smart-contract-cgt\source\e66c60b9ef5fb880de5cc9b205b1f05d.sol
e672313e0a5500206b442c79034b2b4b,f49fddc3fd3679a912483b98c672db95c60dfcc621d9c69828adf0649e5d1d04,1,1,1,0,1,time_manipulation,time_manipulation,116,ContractFuzzer,C:\Users\Exauce\Documents\smart-contract-cgt\source\e672313e0a5500206b442c79034b2b4b.sol
e689db4809e27dee1a41e20e93ff96b4,5b32cedce9d9d5118afa27a95a8f5abd881e02caf009cd0506548b9263cb64f5,0,5,0,5,4,bad_randomness|denial_service|reentrancy|unchecked_low_calls,,104|107|113|120|128,CodeSmells,C:\Users\Exauce\Documents\smart-contract-cgt\source\e689db4809e27dee1a41e20e93ff96b4.sol
e6a4e0115f3c5ebe3b97da0efa5b6c9c,4e389f993bdbdc44254a6c206b23d4c3f7d9e5aad856db3b9ff43a462c388cda,1,5,2,3,5,bad_randomness|denial_service|front_running|reentrancy|unchecked_low_calls,bad_randomness|reentrancy,104|107|113|114|120,Zeus|eThor,C:\Users\Exauce\Documents\smart-contract-cgt\source\e6a4e0115f3c5ebe3b97da0efa5b6c9c.sol
e6a81f14aa2b2851feb74d425451d059,8adec753443ad7bfb429d8ac2e466fc6d3ee9843f94953a2312d18a126101e63,1,5,1,4,4,bad_randomness|denial_service|reentrancy|unchecked_low_calls,bad_randomness,104|107|113|120|128,CodeSmells,C:\Users\Exauce\Documents\smart-contract-cgt\source\e6a81f14aa2b2851feb74d425451d059.sol
e6d38537ab9b642818e4ed986429fa3a,a5e59f0f93b4e7e795f9faed1c51535aa5d71d2ff63a31a8a26789bf9b66aea3,1,7,4,3,6,arithmetic|bad_randomness|denial_service|front_running|reentrancy|unchecked_low_calls,arithmetic|denial_service|front_running|unchecked_low_calls,101|104|107|113|114|120,Zeus|eThor,C:\Users\Exauce\Documents\smart-contract-cgt\source\e6d38537ab9b642818e4ed986429fa3a.sol
e6e420e0df72ea0cd1560498ee7d392e,6a24756c3996fa2883e31274f74ee67836bf29e1f8c35c1cf85e09c04d301c18,1,6,1,5,6,arithmetic|bad_randomness|denial_service|front_running|reentrancy|unchecked_low_calls,arithmetic,101|104|107|113|114|120,Zeus,C:\Users\Exauce\Documents\smart-contract-cgt\source\e6e420e0df72ea0cd1560498ee7d392e.sol
e6f30740b18077eff5c5a532a200e877,79110ca54fb5976185004e8d290f3d892872bbe16448eddc3315e31905734a75,1,1,1,0,1,unchecked_low_calls,unchecked_low_calls,104,ContractFuzzer,C:\Users\Exauce\Documents\smart-contract-cgt\source\e6f30740b18077eff5c5a532a200e877.sol
e71c3e3c70bcdc95207c806874e84d23,bfc10c7b260deb005be2c21eae6649db97dc81f9a3d2bb88c962ec01a61b7443,1,5,1,4,4,bad_randomness|denial_service|reentrancy|unchecked_low_calls,bad_randomness,104|107|113|120|128,CodeSmells,C:\Users\Exauce\Documents\smart-contract-cgt\source\e71c3e3c70bcdc95207c806874e84d23.sol
e7442bc592d06003d138f7278d3853bf,8be12e74f00ad279aa4225bbcaf65a87d82118021103f0b8117608682a43a2b1,1,1,1,0,1,bad_randomness,bad_randomness,120,ContractFuzzer,C:\Users\Exauce\Documents\smart-contract-cgt\source\e7442bc592d06003d138f7278d3853bf.sol
e7552d457c118b2d50a774d3673093a3,b2fb0ae7c9a42a7e9c2bfc41e53392888a2261660b648cbc56a90088906e35d9,1,6,3,3,6,arithmetic|bad_randomness|denial_service|front_running|reentrancy|unchecked_low_calls,arithmetic|bad_randomness|reentrancy,101|104|107|113|114|120,Zeus,C:\Users\Exauce\Documents\smart-contract-cgt\source\e7552d457c118b2d50a774d3673093a3.sol
e762f1f8c63f997e82cc6e3950ecf74c,3ed19ee2b4f031cb6dacee9d7f2342e7e8bd2cda382f902a1b979853b40b6ac4,0,1,0,1,1,bad_randomness,,120,JiuZhou,C:\Users\Exauce\Documents\smart-contract-cgt\source\e762f1f8c63f997e82cc6e3950ecf74c.sol
e78bdde9c6579caf74f33dc9bd38b37a,bb4080484fd2e78ff4422b4e60a3ad9c5596af105981369204edf74f7bb4f9e7,1,5,2,3,5,arithmetic|bad_randomness|denial_service|front_running|unchecked_low_calls,arithmetic|front_running,101|104|113|114|120,Zeus,C:\Users\Exauce\Documents\smart-contract-cgt\source\e78bdde9c6579caf74f33dc9bd38b37a.sol
e79ed3493b1cec20cadf900589096fc5,0f7b244f4d0d127bed61fcbd0d5b77eaa8e3e5e2fab51a343dc9ba00fd857036,1,6,3,3,6,arithmetic|bad_randomness|denial_service|front_running|reentrancy|unchecked_low_calls,arithmetic|bad_randomness|front_running,101|104|107|113|114|120,Zeus,C:\Users\Exauce\Documents\smart-contract-cgt\source\e79ed3493b1cec20cadf900589096fc5.sol
e7b6184777b29e1b128a9d20e2df462e,e0cf6d74b51eb2cd81f45c727dcee431c57bc6e026be31182f120fb06448e461,0,1,0,1,1,arithmetic,,101,SWCregistry,C:\Users\Exauce\Documents\smart-contract-cgt\source\e7b6184777b29e1b128a9d20e2df462e.sol
e7bb8da4b0aea4f519ab9bc25b5ee5ad,f1ff2a0fc4ab13291cfe838a449f674722c22cb937ff87d9b691e1245a5c544a,0,5,0,5,4,bad_randomness|denial_service|reentrancy|unchecked_low_calls,,104|107|113|120|128,CodeSmells,C:\Users\Exauce\Documents\smart-contract-cgt\source\e7bb8da4b0aea4f519ab9bc25b5ee5ad.sol
e7f04af95913082f10994f9b496e98a4,b328bbd355076340a760d26921029ba51d98f7cc415765f063de837f5085412c,1,7,1,6,6,arithmetic|bad_randomness|denial_service|front_running|reentrancy|unchecked_low_calls,arithmetic,101|104|107|113|114|120,Zeus|eThor,C:\Users\Exauce\Documents\smart-contract-cgt\source\e7f04af95913082f10994f9b496e98a4.sol
e804c36ca855c38c944c8e1091b5254c,3d66f63e86ae31ec0ebe3a4ffc4ed0d65e67fa5b141900590acccbd70850b82f,0,1,0,1,1,reentrancy,,107,Doublade,C:\Users\Exauce\Documents\smart-contract-cgt\source\e804c36ca855c38c944c8e1091b5254c.sol
e82920c4cb817705d773f559533ddb5c,c13efd98756170295549b3d1df2e3e589669d00272669ea34483d29e526a84de,0,5,0,5,4,bad_randomness|denial_service|reentrancy|unchecked_low_calls,,104|107|113|120|128,CodeSmells,C:\Users\Exauce\Documents\smart-contract-cgt\source\e82920c4cb817705d773f559533ddb5c.sol
e858f8ad8b06c4b8c81b4cb89aa377de,1ffa23a52022d22ab7f463c1462dd5398262ad62a1c02fc16ecebff1ec19880e,0,5,0,5,4,bad_randomness|denial_service|reentrancy|unchecked_low_calls,,104|107|113|120|128,CodeSmells,C:\Users\Exauce\Documents\smart-contract-cgt\source\e858f8ad8b06c4b8c81b4cb89aa377de.sol
e86a4faeb5def1a7a7f9adf5ea82decc,4d8021e8ab982b7adda28983bd22cb0e919e313b7aab68c596b03dfd61c8cc9c,0,5,0,5,4,bad_randomness|denial_service|reentrancy|unchecked_low_calls,,104|107|113|120|128,CodeSmells,C:\Users\Exauce\Documents\smart-contract-cgt\source\e86a4faeb5def1a7a7f9adf5ea82decc.sol
e899eb25cdfc17cc9f8e67445cc63bf8,3bc89dc9afe05a6363dd7eafa2b34b3128da972820385822e79d03377c099da0,1,6,4,2,6,arithmetic|bad_randomness|denial_service|front_running|reentrancy|unchecked_low_calls,arithmetic|bad_randomness|front_running|unchecked_low_calls,101|104|107|113|114|120,Zeus,C:\Users\Exauce\Documents\smart-contract-cgt\source\e899eb25cdfc17cc9f8e67445cc63bf8.sol
e8aa00604d5fcaa858ecaae3d086ad9f,4602366c89b7ef0a58ffae66f7a6acac7ad02ff61f01978010375a2fcde18ea7,1,1,1,0,1,time_manipulation,time_manipulation,116,ContractFuzzer,C:\Users\Exauce\Documents\smart-contract-cgt\source\e8aa00604d5fcaa858ecaae3d086ad9f.sol
e8e7363e3312d4fd4ee72c82dd49491a,769a7957d17477f709b7ec47c66330416b17fb67867c6f20edf1086294a82f05,0,6,0,6,6,arithmetic|bad_randomness|denial_service|front_running|reentrancy|unchecked_low_calls,,101|104|107|113|114|120,Zeus,C:\Users\Exauce\Documents\smart-contract-cgt\source\e8e7363e3312d4fd4ee72c82dd49491a.sol
e90a0d11afec78b1f540d7e48eb7fdc9,e462d3f3bdd8d0c86d3cdde14ec67b723d9974b224eb66ae7e788e1e8bf119bc,0,5,0,5,4,bad_randomness|denial_service|reentrancy|unchecked_low_calls,,104|107|113|120|128,CodeSmells,C:\Users\Exauce\Documents\smart-contract-cgt\source\e90a0d11afec78b1f540d7e48eb7fdc9.sol
e9469221238f5f3f5c8deccfccaa4e09,e76edccf1a27524de150ca4c9a83bb03cab038f85646d497b555b59baebc6d51,1,1,1,0,1,time_manipulation,time_manipulation,116,ContractFuzzer,C:\Users\Exauce\Documents\smart-contract-cgt\source\e9469221238f5f3f5c8deccfccaa4e09.sol
e95c639ae983608bd8f7899ae8d5fdc3,2e04eb39385de8a1202da8dda1e8323cbc38fc7464589df0f3cc82c3691b85d3,1,1,1,0,1,arithmetic,arithmetic,101,EverEvolvingG,C:\Users\Exauce\Documents\smart-contract-cgt\source\e95c639ae983608bd8f7899ae8d5fdc3.sol
e96ac06cbc1f57f65cb97d5b9c94ad67,bb339a08b6541443e32f7b0ebbfacd04bd996a7531c5b4f015fd9ffe8c117b56,1,1,1,0,1,arithmetic,arithmetic,101,SolidiFI,C:\Users\Exauce\Documents\smart-contract-cgt\source\e96ac06cbc1f57f65cb97d5b9c94ad67.sol
e97095d817a8c31fc516a7c82778eb11,912a80e9ab1956368465e680e52a1edc0ec0eda9004dbc3ef50878c66a4c1a91,1,1,1,0,1,time_manipulation,time_manipulation,116,SolidiFI,C:\Users\Exauce\Documents\smart-contract-cgt\source\e97095d817a8c31fc516a7c82778eb11.sol
e98abd560d5d30ead0c4a2791d0d94ad,bd487cc751cc7e889b89bdfff698dd8b441ef1f502eb28bc6870288b74bfd737,0,5,0,5,4,bad_randomness|denial_service|reentrancy|unchecked_low_calls,,104|107|113|120|128,CodeSmells,C:\Users\Exauce\Documents\smart-contract-cgt\source\e98abd560d5d30ead0c4a2791d0d94ad.sol
e9bfb1196c3d5b8f2515b073f5b9b94b,c6a52fc863b50d199fc3fd7d2d2dbe71ad66d510828621e7029f36dcffbead5e,1,1,1,0,1,time_manipulation,time_manipulation,116,ContractFuzzer,C:\Users\Exauce\Documents\smart-contract-cgt\source\e9bfb1196c3d5b8f2515b073f5b9b94b.sol
e9c7d89dc75cb2c0a9b529cab4646eac,73847b2d4d973bf488cf06bf0b2ea68e955e34cf2645217fa10d1c6b9bd40255,1,7,3,4,6,arithmetic|bad_randomness|denial_service|front_running|reentrancy|unchecked_low_calls,arithmetic|front_running|unchecked_low_calls,101|104|107|113|114|120,Zeus|eThor,C:\Users\Exauce\Documents\smart-contract-cgt\source\e9c7d89dc75cb2c0a9b529cab4646eac.sol
e9c876f31584a4f3264263317c81610d,793cf4505d9ed072bfdf09c587f97d9c10032db53bbd031c3d3be2313b9f558d,1,7,1,6,6,arithmetic|bad_randomness|denial_service|front_running|reentrancy|unchecked_low_calls,arithmetic,101|104|107|113|114|120,Zeus|eThor,C:\Users\Exauce\Documents\smart-contract-cgt\source\e9c876f31584a4f3264263317c81610d.sol
e9ce02342a8af53fbbf5a22d8973a55a,8acebee7e8a462353dd3a684d3614bb46011f2511762d1e17bcef96e48f67424,0,5,0,5,4,bad_randomness|denial_service|reentrancy|unchecked_low_calls,,104|107|113|120|128,CodeSmells,C:\Users\Exauce\Documents\smart-contract-cgt\source\e9ce02342a8af53fbbf5a22d8973a55a.sol
e9e4c851cf597ec522baac78b4b3db92,8fd9f7fbabc8940b1022e87996a3c6acff634bf860186121aaa544827b81746e,1,1,1,0,1,arithmetic,arithmetic,101,EverEvolvingG,C:\Users\Exauce\Documents\smart-contract-cgt\source\e9e4c851cf597ec522baac78b4b3db92.sol
e9f01f273032dc3b0989bd9401d6f93c,48e8352109b6426360c6e797317c236f163730f5a93f84916e113c6bd14b2767,1,7,2,5,6,arithmetic|bad_randomness|denial_service|front_running|reentrancy|unchecked_low_calls,arithmetic|reentrancy,101|104|107|113|114|120,Zeus|eThor,C:\Users\Exauce\Documents\smart-contract-cgt\source\e9f01f273032dc3b0989bd9401d6f93c.sol
ea096063d63d26cc1cccfb57d4814bf9,928e18b5613f283a8f98fd9a0eb0446db0b7c5a1bae516cbfc0907a2ffa72603,1,1,1,0,1,unchecked_low_calls,unchecked_low_calls,104,SolidiFI,C:\Users\Exauce\Documents\smart-contract-cgt\source\ea096063d63d26cc1cccfb57d4814bf9.sol
ea2c99b932523910c5a1773c40e48fe6,231d6dc2fc864b938438b70ab833633caa6450abe147986677f94c747a46335d,1,12,3,9,6,arithmetic|bad_randomness|denial_service|front_running|reentrancy|unchecked_low_calls,arithmetic|denial_service|front_running,101|104|107|113|114|120|128,CodeSmells|Zeus|eThor,C:\Users\Exauce\Documents\smart-contract-cgt\source\ea2c99b932523910c5a1773c40e48fe6.sol
ea2d4771565653e97658cbd5f5f9c8de,63e6ba6125e7315b3e3589a2c6c1f75e2acdb5bb17d7b0cb6686ae34ffce881f,0,6,0,6,6,arithmetic|bad_randomness|denial_service|front_running|reentrancy|unchecked_low_calls,,101|104|107|113|114|120,Zeus,C:\Users\Exauce\Documents\smart-contract-cgt\source\ea2d4771565653e97658cbd5f5f9c8de.sol
ea61793839feb445b7a128fad37be635,b13db795623838f6a93c12ce1ce8a4bdb8309ae9295f7cc70d6166e068037131,0,6,0,6,6,arithmetic|bad_randomness|denial_service|front_running|reentrancy|unchecked_low_calls,,101|104|107|113|114|120,Zeus,C:\Users\Exauce\Documents\smart-contract-cgt\source\ea61793839feb445b7a128fad37be635.sol
ea66721f833092c4ab94cc5bc34dd245,374ae7890529f4b5bfd00e722264d04960e01eb845e016795d5f271cde9ee554,0,6,0,6,6,arithmetic|bad_randomness|denial_service|front_running|reentrancy|unchecked_low_calls,,101|104|107|113|114|120,Zeus,C:\Users\Exauce\Documents\smart-contract-cgt\source\ea66721f833092c4ab94cc5bc34dd245.sol
